# spec/standards-claims.tsv — the register of every claim this repository makes
# about an EXTERNAL standard.
#
# Tab-separated, one row per ASSERTION; lines beginning with "#" are comments;
# the first non-comment line is the header row; every row carries exactly
# eleven fields and an empty cell is written `-`, never left blank. The gate is
# tools/standards-check.js (gate:standards), and it refuses to pass on a file
# that parses to nothing.
#
# WHY IT EXISTS. decisions/registry.md enumerated this list for the
# first time and the number changed under the enumeration: three known false
# claims about external standards became THIRTEEN, over about fifty sites, and
# one of the thirteen was written by the commit that fixed another. The failure
# was never care about any one document — it was that nobody held the list.
# Twenty-five gates ran on every change and not one had an external-standard
# claim in its denominator. This file is the denominator.
#
# VERDICTS ARE PER ASSERTION, NOT PER SENTENCE. "ISO/IEC 19505 is paywalled and
# is the older 2.4.1 text" is TWO claims; the second is true, the first was
# false, and a checker whose unit is the sentence returns VERIFIED on the pair.
# That happened during the audit, to an assistant holding the free PDF open.
#
# COLUMNS
#   id          `S<nnn>`, stable. Never reused; a withdrawn claim keeps its row.
#   standard    the standard's name token, as the harvest normalises it —
#               `ISO 5807`, `ISO/IEC 19505`, `UML`, `RFC 791`, `ITU-T Z.120`.
#   edition     the edition or part the claim is about, or `-`.
#   clause      the clause, table or annex the claim cites, or `-`. A clause
#               NUMBER is as much a claim as a quote: nine of them did not
#               resolve in the audit, and each one sends a reader to the wrong
#               page.
#   claim_kind  one of four — see below. This column is the mechanism.
#   claim       the assertion in one sentence, in the register's own words.
#   quote       the evidence, whose FORM is set by claim_kind (below).
#   sites       space-separated repo-relative locations, `file` or `file:line`.
#               A translation twin is never listed: this repository is
#               English only and carries none.
#   status      verified · corrected · weak · secondary · unverified · unread ·
#               open. There is no null.
#   verifier    who or what checked it, by name. `verified` must never mean
#               "someone said so".
#   checked     ISO date the row's verdict was recorded.
#
# claim_kind — THE FOUR THINGS THIS PROJECT ASSERTS ABOUT A STANDARD
#   wording       the standard SAYS X. `quote` is a verbatim span long enough to
#                 grep (16 chars), or a single backticked literal — a metaclass
#                 name, a keyword, a production — which is exact by construction
#                 and cannot be padded without falsifying it.
#   absence       the standard does NOT contain X. `quote` is the string whose
#                 absence is claimed, so a held source text can refute it.
#   structure     clause N is where X is, or is titled T. `quote` may be the
#                 clause title or `-`.
#   availability  the document can (or cannot) be OBTAINED. `quote` holds a
#                 RETRIEVAL RECORD — where it was fetched from and when — not a
#                 sentence from the text.
#
#   THE availability KIND IS WHY THIS REGISTER EXISTS RATHER THAN A QUOTATION
#   RULE. "ISO/IEC 19505 is paywalled, so a citation of it cannot be checked by
#   a reader of this repository" is not a claim about what the document says.
#   No quotation rule reaches it; it shipped for four releases, in seven live
#   places plus an eighth that had inspected it and filed it as "not testable
#   from the tree"; and it was false — OMG publishes the normative text free,
#   and only ISO's storefront resale is priced. An availability row must show
#   its retrieval record, and a row that says `NOT RETRIEVED` may not also say
#   `verified`. That single rule is the whole of the difference.
#
# status
#   verified    matched against the standard's own text by the named verifier.
#   corrected   the claim shipped FALSE and the row records the CORRECTED form,
#               with the correction's evidence. The false form is not deleted —
#               decisions/registry.md keeps it, because a deleted
#               error is an error that can be made again.
#   weak        partially verified: a related artefact was read (a schema, a PAR
#               filing) but not the ratified prose.
#   secondary   the tree prints a quote the project cannot check against the
#               source, because the source is not held. Every such site is
#               expected to carry its own PENDING VERIFICATION caveat.
#   unverified  the source is (or could be) held and this claim was not checked.
#   unread      the source text is not held at all: the claim stands on nothing
#               this repository can reach. `quote` MUST be `-` — you may not
#               print a verbatim quote from a text you have not read. This is
#               an honest register state, not an omission, and it is the largest
#               one: more than half of this project's external-standard claims
#               are here, and until this file existed the tree said so nowhere.
#   open        known false or known unresolved, still in the tree on purpose,
#               because the fix belongs to another owner. Counted and printed by
#               the gate on every run so it cannot go quiet.
#
# QUOTE-VERSUS-SOURCE IS CONDITIONAL. The standards themselves are not
# redistributable and a session-local path is not a citation, so the fetched
# texts live outside the repository: $FIGDOWN_STANDARDS_TEXT, or the gitignored
# standards-text/ at the repo root, one file per standard named by the slug of
# the `standard` column (`ISO 5807` -> iso-5807.txt). With the texts absent the
# gate prints SKIPPED and the exact count of rows it did not check. The presence
# of a row is always checkable; the match only sometimes.
id	standard	edition	clause	claim_kind	claim	quote	sites	status	verifier	checked
S016	UML	2.5.1	17.12.17.1, 17.12.18.1, 17.12.3, 17.12.14, 17.12.15.3, 17.2.4.5, 17.12.25	structure	§17's clauses ground the six proposed sequence keywords — Lifeline, Message, CombinedFragment, InteractionOperand, the twelve InteractionOperatorKind literals, the state symbol and StateInvariant	-	decisions/registry.md decisions/registry.md editor/figdown.html spec/genres/experimental/sequence.md	verified	decisions/registry.md (OMG UML 2.5.1)	2026-08-16
S017	UML	2.5.1	-	absence	«boundary» is NOT a UML stereotype: zero occurrences in UML 2.5.1, where the word appears only as ordinary prose about diagram, Port, Gate and system boundaries. It belongs to the Entity-Control-Boundary analysis pattern from OOSE/RUP and the UML 1.x-era profiles	«boundary»	spec/vocabulary-sources.tsv:313 spec/core.md:3094 spec/migrations.md spec/genres/block.md:218 spec/genres/experimental/topology.md:340 spec/genres/experimental/flowchart.md:646 decisions/registry.md	corrected	decisions/registry.md (FALSE #2)	2026-08-16
S018	UML	2.5.1	-	absence	the engine's retired-`boundary` diagnostic attributed «boundary» to UML. The audit left it open as the engine owner's change; it was corrected and now names the Entity-Control-Boundary analysis pattern, so the ledger and the product agree again	«boundary»	editor/figdown.html:666	corrected	decisions/registry.md, closed	2026-08-16
S019	UML	2.5.1	14.2.3.4.1, 14.2.3.2, 14.2.3.4.3, 14.2.4.8	structure	four clause numbers in the statechart proposal did not resolve — the kinds of State are §14.2.3.4.1 (not §14.2.3.4.3), Regions is §14.2.3.2 (not §14.2.3.4.4), the entry/exit/doActivity behaviours are §14.2.3.4.3 (not §14.2.3.4.5), and the `event [guard] / effect` BNF is §14.2.4.8 (not §14.2.3.9.2)	-	decisions/registry.md:185 decisions/registry.md	corrected	decisions/registry.md (clause-number citations)	2026-08-16
S020	UML	2.5.1	17.4.3.1	wording	`lost=` takes UML's word with a DIFFERENT model, not a narrower one: FigDown keeps a known recipient, and a model asserting the opposite of its source is not a subset of it	A lost Message is a Message where the sending event occurrence is known, but there is no receiving event occurrence.	decisions/registry.md editor/figdown.html spec/genres/experimental/sequence.md	corrected	decisions/registry.md (clause-number citations)	2026-08-16
S021	UML	2.5.1	14.2.3.4.4	structure	Deferred Events is an unnumbered heading inside §14.2.3.4.4 State history — the earlier citation of §14.2.3.4 was true but three levels too coarse	State history	decisions/registry.md	corrected	decisions/registry.md (clause-number citations)	2026-08-16
S022	UML	2.5.1	-	availability	OMG publishes UML 2.5.1 free of charge, which is why it and not the ISO adoption is the working text	OMG omg.org/spec/UML — normative text fetched and read for decisions/registry.md; recorded 2026-08-16	decisions/registry.md:16 decisions/registry.md:26 decisions/registry.md:76 the project’s working record:10 spec/genres/experimental/statechart.md:21 decisions/registry.md:15 decisions/registry.md:30 spec/genres/experimental/sequence.md	verified	decisions/registry.md	2026-08-16
S023	UML	2.5.1	8.6.2, Table 17.1	structure	DurationConstraint is UML 2.5.1 §8.6.2, OUTSIDE clause 17; the sequence draft cited §17.5, which is Occurrences (its Semantics subclauses define ActionExecutionSpecification, BehaviorExecutionSpecification, ExecutionOccurrenceSpecification and General Orderings, and no DurationConstraint). Inside clause 17 the construct appears only as a row of Table 17.1 (§17.8.1.1 Graphic Nodes). Corrected by the draft at Part IV §32.2(b)	A DurationConstraint is a Constraint that refers to a DurationInterval	decisions/registry.md decisions/registry.md spec/genres/experimental/sequence.md spec/vocabulary-sources.tsv	corrected	decisions/registry.md (fetched OMG UML 2.5.1, re-checked against the primary text before the correction was written)	2026-08-16
S024	UML	2.5.1	17.12.15.3	structure	the twelve InteractionOperatorKind literals are DEFINED at UML 2.5.1 §17.12.15.3 Literals (seq, alt, opt, break, par, strict, loop, critical, neg, assert, ignore, consider), with their semantics at §17.6.3.6-17.6.3.17; the sequence draft cited §17.6.2, which is Abstract Syntax — right only insofar as Figure 17.11 Fragments, drawn inside it, DRAWS the enumeration. A figure that draws a list is not the clause that defines it. Corrected by the draft at Part IV §32.2(a)	`InteractionOperatorKind`	decisions/registry.md decisions/registry.md editor/figdown.html spec/genres/experimental/sequence.md spec/vocabulary-sources.tsv	corrected	decisions/registry.md (fetched OMG UML 2.5.1, twelve literals checked one by one)	2026-08-16
S025	UML	2.5.1	17.12.3.5	structure	`interactionOperator` and its `seq` default are §17.12.3.5 Attributes, not §17.12.3.4 Specializations	-	decisions/registry.md editor/figdown.html spec/genres/experimental/sequence.md spec/vocabulary-sources.tsv	corrected	decisions/registry.md (clause-number citations)	2026-08-16
S026	UML	2.5.1	-	wording	"timing diagram" is the datasheet and JEDEC term the engine's own prose weighs against UML's Timing Diagram	Timing diagrams focus on conditions changing within and among Lifelines	editor/figdown.html:702	weak	decisions/registry.md (OMG UML 2.5.1, timing row)	2026-08-16
S030	ISO/IEC 19505	-2:2012	-	wording	ISO/IEC 19505-2 is the older UML 2.4.1 text	`formal/2012-05-07`	spec/vocabulary-sources.tsv:291 spec/genres/experimental/statechart.md:34 spec/migrations.md decisions/registry.md decisions/registry.md:17 decisions/registry.md:52 decisions/registry.md:200 the project’s working record:343 spec/genres/experimental/sequence.md	verified	decisions/registry.md (ISO/IEC 19505-2)	2026-08-16
S031	ISO/IEC 19505	-1:2012, -2:2012	-	availability	SHIPPED FALSE, CORRECTED: the tree said ISO/IEC 19505 is paywalled and that a citation of it cannot be checked by a reader of this repository, in seven live places plus an eighth that had already dismissed the claim as untestable. Both parts are obtainable free of charge; only ISO's storefront resale is priced	OMG omg.org/spec/UML/ISO/19505-2/PDF, and ISO's Publicly Available Standards page; fetched and read, recorded 2026-08-16	spec/genres/experimental/statechart.md:41 spec/vocabulary-sources.tsv:291 spec/migrations.md decisions/registry.md decisions/registry.md:17 decisions/registry.md:52 decisions/registry.md:200 decisions/registry.md:34 the project’s working record:343 decisions/registry.md tools/standards-check.js spec/genres/experimental/sequence.md	corrected	decisions/registry.md (case 3)	2026-08-16
S032	ISO/IEC 19505	-2:2012	-	absence	«boundary» has zero occurrences in ISO/IEC 19505-2, as in UML 2.5.1	«boundary»	spec/core.md:3094 spec/genres/block.md:379 spec/genres/experimental/flowchart.md:646 spec/genres/experimental/topology.md:340 spec/migrations.md spec/vocabulary-sources.tsv:313 decisions/registry.md	corrected	decisions/registry.md (FALSE #2)	2026-08-16
S033	ISO/IEC 19505	-2:2012	14.3.17, 14.3.18, 14.3.3, 14.3.14, 14.3.15, 14.3.25	structure	clause 14 is Interactions, and the six clauses name the six words the sequence proposal borrows	A lifeline represents an individual participant in the Interaction	decisions/registry.md:79 spec/genres/experimental/sequence.md spec/vocabulary-sources.tsv	verified	decisions/registry.md (ISO/IEC 19505-2)	2026-08-16
S034	ISO/IEC 19505	-2:2012	14.3.15, 14.3.3	structure	§14.3.15's literal list names eleven operators, omitting `break`, which the Constraints text defines — but those Constraints and Semantics quotes are §14.3.3 CombinedFragment's, not §14.3.15's	-	decisions/registry.md:189 spec/genres/experimental/sequence.md spec/vocabulary-sources.tsv	corrected	decisions/registry.md (clause-number citations)	2026-08-16
S035	ISO/IEC 19505	-2:2012	15.3.14	structure	StateMachines is clause 15 in the 2.4.1 numbering, not 14, and §15.3.14 is the ISO publication of Transition	A transition is a directed relationship between a source vertex and a target vertex	spec/vocabulary-sources.tsv:291	verified	decisions/registry.md (ISO/IEC 19505-2)	2026-08-16
S040	ISO 5807	1985	9.3.1	wording	§9.3.1 Basic line symbol is what the standard calls the connecting line, and its definition is of the referent	This symbol represents the flow of data or control	spec/vocabulary-sources.tsv:290 editor/figdown.html:1061 spec/genres/experimental/flowchart.md:190 spec/migrations.md:413 the project’s working record	verified	decisions/registry.md (ISO 5807)	2026-08-16
S041	ISO 5807	1985	9.3.1	absence	SHIPPED FALSE, CORRECTED: a live engine diagnostic called the connecting line "the term ISO 5807 uses for it". The word occurs zero times in the standard's readable region; ISO's own name is Line	flowline	spec/vocabulary-sources.tsv:290 spec/migrations.md:413 the project’s working record spec/genres/experimental/flowchart.md:190	corrected	decisions/registry.md (case 1, `VOCABULARY-SOURCE-ATTRIBUTION`)	2026-08-16
S042	ISO 5807	1985	9.2.2.4	wording	Decision names a symbol with a single entry and alternative exits, one and only one of which is taken	a single entry but where there may be a number of alternative exits, one and only one of which may be activated	spec/genres/experimental/flowchart.md:322 decisions/registry.md:39 decisions/registry.md	verified	decisions/registry.md (ISO 5807)	2026-08-16
S043	ISO 5807	1985	9.2.1	wording	Process is any kind of processing function, defined by what it does to information rather than by its shape	resulting in a change in value, form or location of information	spec/genres/experimental/flowchart.md:338 guide/expressing.md:81	verified	decisions/registry.md (ISO 5807; one site inserts a comma not in the original — punctuation drift, noted not corrected)	2026-08-16
S044	ISO 5807	1985	3.1, 3.2	structure	§3.1 and §3.2 distinguish basic from specific symbols by the referent, not by the drawing	-	spec/genres/experimental/flowchart.md:346	verified	decisions/registry.md (ISO 5807)	2026-08-16
S045	ISO 5807	1985	9.2	structure	§9.2 names exactly seven process symbols and not one of the seven names is geometric	-	spec/genres/experimental/flowchart.md:350	verified	decisions/registry.md (ISO 5807)	2026-08-16
S046	ISO 5807	1985	9.2.2.1, 9.2.2.5, 9.2.2.6	wording	`predefined process`, `parallel mode` and `loop limit` are two-word names, which is why `GENRE-DOCUMENT-CONTRACT` §6(a) bars them	`Predefined process`	spec/syntax-style.md:1632 spec/genres/experimental/flowchart.md:391	verified	decisions/registry.md (ISO 5807)	2026-08-16
S047	ISO 5807	1985	-	availability	ISO 5807 is genuinely priced: the text the project holds is the publisher's preview, eight readable pages of twenty-five, and every statement that §9.4.2, §10 and §11 are unavailable is true	publisher preview, pp. 1-8 of 25 ("Price based on 25 pages"), content stops mid-page 8; fetched, recorded 2026-08-16	spec/syntax-style.md:1637 spec/vocabulary-sources.tsv:129 the project’s working record:185 spec/migrations.md:413 decisions/registry.md:39 decisions/registry.md	verified	decisions/registry.md	2026-08-16
S048	ISO 5807	1985	9.4.2	wording	§9.4.2 Terminator, and its definition of an exit to or an entry from the outside world, is the citation `flowchart`'s `external` rests on	an exit to, or an entry from, the outside world	spec/vocabulary-sources.tsv:298 spec/genres/experimental/flowchart.md:362 spec/syntax-style.md:621 spec/genres/experimental/topology.md:198 spec/genres/block.md:225 decisions/registry.md	secondary	decisions/registry.md — §9.4 is past page 8; PENDING VERIFICATION caveat added at all four downstream sites in that pass	2026-08-16
S049	ISO 5807	1985	9.4.1	structure	§9.4.1 Connector is named by the tree and was never read here	-	spec/genres/experimental/statechart.md:416 decisions/registry.md editor/figdown.html	unread	decisions/registry.md (UNVERIFIABLE — past page 8; the figure self-discloses it)	2026-08-16
S050	ISO 5807	1985	10, 11	structure	§10 (Conventions) and §11 (the consolidated table) were never read in this repository	-	the project’s working record:185 spec/genres/experimental/flowchart.md:370	verified	decisions/registry.md (verified as a statement of what is unread)	2026-08-16
S051	ISO 5807	1985	9.3.2.3	structure	§9.3.2.3 cross-references §9.4.3 as the symbol surrounding an annotated area	The symbol is also used to surround an annotated area (see 9.4.3)	the project’s working record:190	verified	decisions/registry.md (ISO 5807)	2026-08-16
S052	ISO 5807	1985	9	structure	the readable pages name TWENTY-ONE symbols — ten data, seven process, four line. The repository's own record listed sixteen, twelve of them stage symbols, and derived a coverage gap from it: it omitted six symbols inside the readable region and included Terminator, which is not. Seventeen readable stage names, stage gap fifteen	-	spec/vocabulary-sources.tsv the project’s working record:173 spec/genres/experimental/flowchart.md:197	corrected	decisions/registry.md (FALSE #3)	2026-08-16
S053	ISO 5807	1985	-	wording	ISO 5807 is `flowchart`'s declared source standard — and not `statechart`'s, whose source standard is UML; an argument about one genre's words may not be settled from the other's document	Documentation symbols and conventions for data, program and system flowcharts	decisions/registry.md:63 spec/core.md:1916 decisions/registry.md:73 spec/genres/experimental/statechart.md	verified	decisions/registry.md (case 2, commit ab65617)	2026-08-16
S054	ISO 5807	1985	-	absence	ISO 5807 has no conflicting sense of the word "external" — its §9.4.2 concept is named Terminator	external	decisions/registry.md	unverified	decisions/registry.md — checkable only against pp. 1-8; §9.4 is unread	2026-08-16
S060	ITU-T Z.120	02/2011	-	absence	`lifeline` does not occur in Z.120 at all	lifeline	decisions/registry.md decisions/registry.md spec/vocabulary-sources.tsv	verified	decisions/registry.md (ITU-T Z.120)	2026-08-16
S061	ITU-T Z.120	02/2011	-	wording	Z.120's word for the participant is `instance` and its vertical line is the instance axis	`instance axis`	decisions/registry.md spec/vocabulary-sources.tsv	verified	decisions/registry.md (ITU-T Z.120)	2026-08-16
S062	ITU-T Z.120	02/2011	4.3	wording	Z.120 §4.3 defines a message as a relation between an output and an input	A message within an MSC is a relation between an output and an input	decisions/registry.md spec/vocabulary-sources.tsv	verified	decisions/registry.md (ITU-T Z.120)	2026-08-16
S063	ITU-T Z.120	02/2011	4.7	wording	Z.120 §4.7 spells the per-instance state construct `condition`	`condition`	decisions/registry.md spec/vocabulary-sources.tsv	verified	decisions/registry.md (ITU-T Z.120)	2026-08-16
S064	ITU-T Z.120	02/2011	7.2	wording	Z.120 §7.2 calls the container an inline expression — two words — with a six-member operator set, and uses `operand` for its parts	`<inline expression area>`	decisions/registry.md spec/genres/experimental/sequence.md spec/vocabulary-sources.tsv	verified	decisions/registry.md (ITU-T Z.120)	2026-08-16
S065	ITU-T Z.120	02/2011	Associated work	structure	Z.120 has no ISO equivalent: ITU-T/ISO joint pairs exist, and its own Associated-work list names X.210 | ISO/IEC 10731 without pairing itself	-	decisions/registry.md:170	verified	decisions/registry.md (ITU-T Z.120)	2026-08-16
S066	ITU-T Z.120	02/2011	4.4, 4.10, 4.11	absence	the sequence draft says no equivalent message-kind enumeration was found in Z.120. It is there: §4.4 Control Flow defines call, receive, replyout, replyin, method/endmethod and suspension/endsuspension, and §4.10/§4.11 give create and stop	replyout	decisions/registry.md	open	decisions/registry.md (owned by the sequence draft's revision)	2026-08-16
S067	ITU-T Z.120	02/2011	-	availability	both international standards behind the sequence proposal were fetched and read first-hand; neither is paywalled — the sentence that made case 3 visible	ITU-T Z.120 (02/2011) and the OMG UML text fetched and read for decisions/registry.md; recorded 2026-08-16	decisions/registry.md:19 decisions/registry.md:276	verified	decisions/registry.md (ITU-T Z.120)	2026-08-16
S172	ITU-T Z.120	02/2011	4.1	wording	Z.120 §4.1 assumes a total time ordering ALONG EACH INSTANCE AXIS only and then states the chart imposes a PARTIAL ordering. The sequence draft quoted the first half with those five words dropped, which reverses the sentence, and concluded that FigDown asserts no more than Z.120 does by default; corrected by the draft at Part IV §32.1, and the design consequence is `SEQUENCE-ORDER-MODEL` — the rule is kept and the claim about the standards is withdrawn	A Message Sequence Chart therefore imposes a partial ordering on the set of events being contained	decisions/registry.md decisions/registry.md spec/genres/experimental/sequence.md	corrected	decisions/registry.md (fetched ITU-T Z.120 (02/2011) §4.1, Semantics, re-read line by line)	2026-08-16
S070	OMG BPMN	2.0	13.4.3	wording	BPMN's Boundary Event is a third meaning of "boundary", distinct from both FigDown's `external` and C4's System_Boundary	an Intermediate Event attached to the boundary of an Activity	spec/vocabulary-sources.tsv:313 spec/core.md:3094 spec/genres/block.md:220 spec/genres/experimental/flowchart.md:646 spec/genres/experimental/topology.md:340 spec/migrations.md decisions/registry.md editor/figdown.html:666	verified	decisions/registry.md (IEEE, Accellera, ASN.1 and the rest)	2026-08-16
