# spec/vocabulary-sources.tsv — machine-readable half of spec/syntax-style.md
#
# One row per registered OPTION KEY, per POSITIONAL value shape, and per
# KEYWORD spelling. Tab-separated; lines beginning with "#" are comments;
# the first non-comment line is the header row.
#
# Every `shape` and `accepted_syntax` value below was derived by RUNNING the
# reference parser (editor/figdown.html @ 0.1), not from prose. Where
# a genre document or core.md disagrees with the parser, the row records the
# PARSER and the disagreement is listed in syntax-style.md §10.
#
# THE `source` COLUMN WAS RE-DERIVED. Every attribution
# below was checked against the PRIMARY source — the standard's own grammar,
# schema or reference text — and the row records the quote or the negative.
# The previous revision was wrong in BOTH directions: it marked ~87 of ~124
# rows `FigDown` including `node`, `edge`, `group`, `shape`, `style`, `title`,
# `table`, `cell`, `bitfield` and `gap`, all of which ARE borrowed; and it
# attributed `numbering` and `src`/`dst` to IETF, which no IETF document
# supports. Rows whose attribution moved carry `ATTRIBUTION CORRECTED
# 0.1` in `exception_reason`; rows where the rename moved AWAY from an
# attested spelling say so in capitals (there are exactly two: `plane` and
# `field.conditional`).
#
# COLUMNS
#   key               row id WITHIN its `kind`; the table's primary key is the
#                     pair (kind, key). FIVE spellings appear once as an option
#                     and once as a keyword — `class` `gap` `layer` `routing`
#                     `width` — which is a fact about the language, not a
#                     duplicate row. `layer` is retired in both namespaces and
#                     `routing` is WITHDRAWN in both (`EDGE-GEOMETRY-CONSTRUCTS`); both
#                     still occupy two rows apiece, for the same reason every
#                     other retired spelling does — the engine owes each
#                     registration its own named diagnostic.
#                     Option keys use the bare spelling; a key
#                     that carries two value shapes or two registration kinds
#                     is split as `<key>.<directive>`. Positionals use
#                     `<directive>.<slot>`. Keywords use the bare keyword
#                     (`|` is spelled `pipe`).
#                     A RETIRED spelling keeps its own row, so the table is
#                     also the retirement registry: `layer` appears once as a
#                     retired keyword and once as a retired option key, which
#                     is the same fact about the language that the live
#                     `plane`/`plane=` pair records.
#                     A WITHDRAWN spelling keeps its row too, and 0.1
#                     (`EDGE-GEOMETRY-CONSTRUCTS`) is the first case: `path` and `routing` and the
#                     option keys `points=` `tailport=` `headport=` `routing=`
#                     were removed from the language rather than renamed, so
#                     their rows carry status `retired` with NO successor to
#                     point at — the one thing that distinguishes a withdrawal
#                     from every other retirement in this table.
#                     Deleting them was considered and REJECTED, and the reason
#                     is worth having on the record: three of the rows here
#                     (`word`, `pin`, and `via`/`src`/`dst`) cite the withdrawn
#                     attributions as standing precedent, core §10 keeps all six
#                     REGISTERED as retired diagnostics because a registration
#                     counts whether or not it has a live acceptor, and the
#                     engine still owes each one a named diagnostic. A table
#                     that is the retirement registry cannot drop the entries
#                     that make it one. The COUNTS below therefore count LIVE
#                     registrations only, exactly as they did before — a
#                     withdrawn row is present and uncounted, like every retired
#                     row beside it.
#   kind              option | positional | keyword | mark
#                     `mark` entered the table. syntax-style.md
#                     §11 promises this file is "the machine-readable half of
#                     the punctuation scheme", and until then that promise held
#                     for KEYS and VALUE SHAPES only: §1 is about MARKS, and
#                     `#` `;` `"` `\` `,` `( )` `[ ]` `..` `^^` `||` had no
#                     rows at all. A mark row's `key` is the mark's NAME (the
#                     characters themselves are not safe TSV primary keys), its
#                     `source_spelling` is the literal mark, and its
#                     `accepted_syntax` states the mark's ROLE and where it is
#                     ordinary text. Marks are not counted in the option-key or
#                     keyword totals below — they are a fourth namespace, not
#                     more members of the first three.
#   source            the standard the SPELLING is borrowed from:
#                     SVG CSS DOT IETF ISO GFM multimd Mermaid D2 WaveDrom
#                     HTML C ECharts Grafana Highcharts FigDown
#                     (`Mermaid D2 WaveDrom HTML C` extend the enum named in
#                     the style-guide brief; see syntax-style.md §4.1 — the
#                     genre docs cite all five and none is expressible as one
#                     of the eight. `ECharts` was added for the
#                     two chart rows: no member of the older enum has any
#                     charting primitive at all, and recording the chart
#                     vocabulary as coined would have been false.
#                     `Grafana` and `Highcharts` were added for
#                     the two scalar-marker rows: no member of the older enum
#                     has a threshold or a value-band primitive at all, and
#                     both were recorded as coined, which was false in both
#                     cases. FigDown = coined by this project.)
#                     Two VALUE SETS come from standards outside the enum and
#                     are recorded in `conflicts` rather than in `source`,
#                     because the KEY they sit under is coined here:
#                     `numbering=lsb0|msb0` is Accellera SystemRDL 2.0's, and
#                     `type=bar3d` is matplotlib's exact spelling.
#                     `ISO` entered the table (`FLOWCHART-ROLE-KEYWORDS`) with three
#                     rows: the flowchart role keywords `process`, `decision`
#                     and `terminator`, taken whole from ISO 5807. Until then
#                     no ISO vocabulary was borrowed, because `shape=` is
#                     purely geometric (`SHAPE-ENUM-VOCABULARY`/`EXTERNAL-EDGE-ENDPOINTS`) and the role vocabulary had
#                     not been designed. ISO 5807's symbol vocabulary is
#                     Process, Decision, Predefined process, Manual operation,
#                     Preparation, Parallel mode, Loop limit, Data, Stored
#                     data, Manual input, Document, Line, Control transfer,
#                     Communication link and Dashed line, plus Terminator
#                     (§9.4.2) — SIXTEEN names, twelve of them stage symbols
#                     and four line symbols. FigDown borrows THREE stage roles
#                     plus `flowline` for the Line, and records the rest as
#                     excluded with measured evidence (genres/flowchart.md
#                     §Roles, *What is excluded*): the two-word names fail
#                     `GENRE-DOCUMENT-CONTRACT` §6(a), and the media symbols have no corpus demand.
#                     The symbol-by-symbol COVERAGE view (spelled / partial /
#                     gap, with the measurement that would close each gap) is
#                     the project’s working record, added 0.2 (`BARE-NODE-MEANING`).
#                     THE LIST IS THIS REPOSITORY'S RECORD, NOT A READING of
#                     the standard: it contains no Connector, no Comment and
#                     no Ellipsis row, and whether ISO 5807 defines them is
#                     UNKNOWN rather than no.
#                     ONE VERIFICATION IS OPEN: ISO 5807 §9.4.2 was not
#                     available (paywall; pp. 1-8 of 25 only), so the spelling
#                     `terminator` rests on draw.io, Visio and secondary
#                     sourcing, against ANSI X3.5-1970 and Mermaid which say
#                     `Terminal`. `Z-ORDER-KEY-NAMING` decides it once the clause is read.
#   source_spelling   how that standard spells it (`-` when coined here)
#   shape             point | point-list | scalar-px | scalar-percent |
#                     scalar-int | scalar-number | enum | enum-or-point |
#                     colour | range | id-ref | id-ref-list | string |
#                     string-list | flag | none | mark
#                     (`mark` is the shape of every `kind=mark` row and of no
#                     other row: a mark has a ROLE, not a value grammar.)
#                     (`scalar-number` and `enum-or-point` extend the enum
#                     named in the brief; see syntax-style.md §11.)
#   accepted_syntax   what the parser accepts, as a regex or literal set
#   status            normative | experimental | retired
#                     (`scheduled-rename` was a fourth value until this release;
#                     every row that carried it has now either been renamed or
#                     ruled to keep its spelling, so the value is gone and no
#                     row may reintroduce it — a scheduled rename is a rename
#                     that has not happened, which is exactly the state this
#                     table exists to make impossible to leave lying around)
#   conflicts         a foreign standard that spells this differently or
#                     means something else by it; `-` if none known
#   exception_reason  NON-EMPTY only where the row breaks a rule stated in
#                     syntax-style.md; names the rule and the release
key	kind	source	source_spelling	shape	accepted_syntax	status	conflicts	exception_reason
shape	option	DOT	shape	enum	box | rounded | circle | ellipse | diamond | cylinder, BARE — a quoted value is a line error (RULE 2.4, `RULE-POSITION-ENUMERATION`) ; `cloud` retired 0.1 with a named diagnostic (figdown.html:123)	normative	Mermaid carries role on bracket shape — rejected here (`SHAPE-ENUM-VOCABULARY`/`EXTERNAL-EDGE-ENDPOINTS`). DOT's `shape=` is the same key for the same concept and supplies `box` `ellipse` `circle` `diamond` `cylinder` verbatim.	ATTRIBUTION CORRECTED 0.1: was `FigDown`. ONE value is NOT DOT's: `rounded` is a DOT *style* ("causes the polygonal corners to be smoothed"), written `shape=box, style=rounded`; FigDown coined it as a shape.
word	option	IETF	word	scalar-int	\d+ >= 1 ; absent -> 32 (figdown.html:1291). Spelled `unit=` until this release (`BITS-PER-ROW-KEY-NAMING`).	normative	Mermaid names the identical setting `bitsPerRow`: semantically exact, and it stays rejected because core §10 makes LOWERCASE ASCII a conformance invariant, not because camelCase is a style preference — the same invariant already decided ECharts `bar3D` -> `bar3d`, mxGraph `exitX`/`exitY` -> DOT `tailport`/`headport`, and mxGraph `edgeStyle` -> `routing`, so taking `bitsPerRow` would cost the invariant plus the standing of those three. THE LAST TWO OF THOSE THREE ARE NOW HISTORICAL PRECEDENTS (`EDGE-GEOMETRY-CONSTRUCTS`): `tailport=`/`headport=`/`routing=` were withdrawn from the language with the `path` directive and no longer have rows in this table. That does NOT weaken the argument, and the citations are kept rather than deleted for exactly that reason: a precedent is a decision the invariant once made, and the invariant made all three. What the withdrawal removes is a live row to point at, not the fact that camelCase was refused three times on this ground. packetdiag (blockdiag/nwdiag) spells it `colwidth` (`colwidth = 32` in its TCP/IPv4 examples): REJECTED — it collides TWICE inside FigDown, with the live `width=` (a px extent) and with `table`'s `width` child keyword (per-column widths), so `colwidth=32` reads as "columns are 32 px wide" — a legal, WRONG figure with nothing to warn on (`PAINT-KEY-NAMING` §1's inverted prior) — and it would reinstate the `colw` abbreviation removed. bytefield-svg spells it `boxes-per-row` ("how many boxes are drawn on a row before moving to the next row"): the hyphen would be legal (a source may hyphenate; `z-index` is the precedent), but the UNIT is BOXES, not bits — borrowing a spelling while changing the counted thing is the `gap.tick` mis-borrow this table already retired once. WaveDrom bitfield's `bits` is a FIELD's width per item and "overall bitwidth" as a CLI flag, never bits-per-row — a reverse collision.	The NOUN is IETF's (RFC 2360 §3.1 "each word horizontal on the page"; RFC 791 §3.1 counts the header in "32 bit words"). No standard defines a KEY named `word` or `unit` for this. FOUR identifier attestations of the setting exist and all four are rejected above (Mermaid `bitsPerRow`, packetdiag `colwidth`, bytefield-svg `boxes-per-row`, and the reverse-colliding WaveDrom `bits`); the 0.1 audit knew only the first, and its claim that it was "the only identifier attestation anywhere" was FALSE — corrected 0.1 (`BITFIELD-GENRE-NAMING`). KEPT BY DEFAULT, NOT BY MERIT: `word` is a prose noun lifted from RFC 791/2360, not a key any source defines, so under `SIZE-AND-DIRECTION-KEY-NAMING`'s own logic it is a coinage wearing borrowed clothes, and it is the rare coinage that asserts something checkably FALSE for ~20 of ~217 corpus instances (`word=15` is a correct row width and no architecture's word). It survives because every attested alternative is worse. REOPEN when either holds: (a) a source spells this setting as ONE lowercase word with no FigDown collision, or spells it hyphenated in BITS; (b) the corpus's non-word widths pass roughly 25-30%, making the false connotation the common case — at which point the reopened question is the lowercase-ASCII invariant itself, deliberately, not a bitfield patch. NB RFC 791 Appendix B does NOT contain the word.
unit	option	FigDown	-	scalar-int	no acceptor; named diagnostic -> `word=` (`BITS-PER-ROW-KEY-NAMING`)	retired	C's "unit" is the addressable STORAGE unit (packing), not the row width; `unit=32` also reads as "the unit is 32", inverting count-vs-unit	-
numbering	option	FigDown	-	enum	lsb0 | msb0, BARE — a quoted value is a line error (RULE 2.4, `RULE-POSITION-ENUMERATION`). REQUIRED on every `bitfield`, no default (figdown.html:1308)	normative	The VALUES `lsb0`/`msb0` are Accellera SystemRDL 2.0's, verbatim (Table 26: "msb0 — Specifies register bit-fields in an address map are defined as 0:N versus N:0"; "lsb0 — … This is the default"). IEEE 1685/IP-XACT has no bit-order property at all (only `endianness`, which is BYTE order).	ATTRIBUTION CORRECTED 0.1: was `IETF`, which is FALSE — `lsb0`, `msb0` and `numbering` appear ZERO times in RFC 791, RFC 1700, RFC 8174 and draft-mcquistin-augmented-ascii-diagrams-13 (which never became an RFC). RFC 2360's only hit is the prose "bit numbering at the top". The KEY is coined here; the VALUE SET is SystemRDL's.
note	option	Mermaid	note	string	no acceptor; named diagnostic -> `description=` (`DESCRIPTION-KEY-SPELLING`), and it fires WHEREVER the key appears (the `w=`/`h=`/`unit=` placement test, RULE 6.2)	retired	No D2 conflict. Corroborated against three further primary sources, all spelling the construct `note`/NOTE: PlantUML (`note left of Alice`, `note right of Alice: …`, `note over Alice, Bob: …`), UML 2.5.1 (the Note/Comment notation element), and GFM alerts (`> [!NOTE]`, one of five alert types). The spelling is attested four ways over; if `note` is ever promoted from an option key to a KEYWORD (the v0.2 candidate, ~66 measured identities) it arrives as a borrow, not a coinage. | RETIRED AS AN OPTION KEY 0.1 (`DESCRIPTION-KEY-SPELLING`) — and the four-way attestation IS the reason: `note` is exactly the spelling the v0.2 annotation KEYWORD will take (~66 measured figure-identities, 20 independent reinventions, and it will DRAW a callout). A never-drawing `note=` beside an always-drawing `note` is one spelling with two opposite behaviours, which is why `line`, `fill` and `route` were renamed. The keyword cannot move; the option key can.	ATTRIBUTION CORRECTED 0.1: was `FigDown`. Mermaid spells the construct `note` in four diagram types (`Note right of A: text`, `note for <CLASS> "…"`, `note right of State1`).
description	option	IEEE	description	string	one token or a quoted string (`QUOTING-RULES`: quoted, because the delimiter is whitespace); acceptor: `field` only. Spelled `note=` until this release (`DESCRIPTION-KEY-SPELLING`).	normative	SystemRDL spells the same property `desc`: REJECTED by RULE 4.2 (an option key takes the primary source's spelling IN FULL; no standard abbreviates this one twice over). IP-XACT/IEEE 1685-2022 spells it `description`, and so do DocBook, Doxygen (`\description`) and JSON Schema.	AUTHORED DOCUMENTATION PROSE, and it produces NO INK beyond an SVG <title> tooltip. A fact a human must SEE belongs in the label or in a `class` meaning. On §12.7's MAY-conclude list: quotable and displayable, never parsable.
data	option	WaveDrom	data	string-list	<s>(<s>)* ; count MUST equal the number of `=` in the lane (figdown.html:916-919). Spelled `labels=` until this release (`SIGNAL-DATA-KEY-SPELLING`).	experimental	`labels` appears NOWHERE in WaveDrom's schema or WaveJSON reference; `data` is its own key — "Is an array of signal labels. Each value slot of signal lane can be labeled using this field."	§2.2: quoting does NOT protect a comma — `data="a,b"` is TWO elements; no label may contain a comma. Fixed 0.1
labels	option	FigDown	-	string-list	no acceptor; named diagnostic -> `data=` (`SIGNAL-DATA-KEY-SPELLING`)	retired	WaveDrom's own key for exactly this is `data`	-
extend	option	FigDown	-	enum	up | down | left | right, BARE — a quoted value is a line error (RULE 2.4, `RULE-POSITION-ENUMERATION`) (figdown.html:1180)	experimental	HTML `dir=` is text writing direction — which is why `dir=` was retired (`SIZE-AND-DIRECTION-KEY-NAMING`). `extend` itself has zero hits as a key across DOT, the SVG/CSS indexes, all Mermaid syntax docs and D2 — coined.	-
width	option	SVG	width	scalar-px	\d+(\.\d+)? strictly positive; `90px` and `25%` are line errors (figdown.html:1210-1221). ACCEPTOR: `pin` — the key moved off `size` when that keyword was retired into `pin` (`ELEMENT-GEOMETRY-DIRECTIVE`). NODES ONLY: a group, an `external` endpoint or a typed-block id (`bitfield`/`table`/`timing`) carrying `width=` is a line error, because their geometry derives from their content — the constraint arrived here from the deleted `size.id` positional row and it does NOT reach `pin.id`, whose `at=` still resolves against groups and externals. Diagnostic-only registration on `node` (and on `process`/`decision`/`terminator`): the message names the `pin` line.	normative	the `table` CHILD KEYWORD `width` accepts `90px` and `25%` for the same concept	§4.4: one spelling, two unit grammars — unified 0.1
height	option	SVG	height	scalar-px	same grammar, same acceptor and the same nodes-only constraint as `width` — `pin` (`ELEMENT-GEOMETRY-DIRECTIVE`), and a group, an `external` endpoint or a typed block carrying `height=` is a line error	normative	-	-
via	option	FigDown	-	point-list	no acceptor; named diagnostic. Renamed `points=` (`WAYPOINT-KEY-SPELLING`); `points=` was then WITHDRAWN with its only host directive `path` (`EDGE-GEOMETRY-CONSTRUCTS`), so the diagnostic names NO replacement spelling — there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why the migration tool reports rather than rewrites it.	retired	`via` is attested in NO standard as a waypoint key — verified negative in all 176 Graphviz attributes, D2's keyword table (D2 has no waypoint concept at all) and mxGraph/draw.io	RETIREMENT CHAIN, 0.1: this is the first spelling in the table whose successor was withdrawn rather than renamed again. The row is kept because the diagnostic is still live and the negative attestation is still the evidence for it.
src	option	FigDown	-	enum-or-point	no acceptor; named diagnostic. Renamed `tailport=` (`ENDPOINT-DOCKING-KEYS`); `tailport=` was then WITHDRAWN with its only host directive `path` (`EDGE-GEOMETRY-CONSTRUCTS`), so the diagnostic names NO replacement spelling — there is none. DELETE the line.	retired	NO standard defines `src`/`dst` as an edge-attachment point — in IETF they are packet-header ADDRESSES, and FigDown is a general figure language, not a networking one. HTML/SVG `src` is a resource URL. The 0.1 attribution to IETF was simply wrong. The negative attestation stands and is unaffected by the 0.1 withdrawal.	Worse than a mis-borrow: on the (now withdrawn) `path` line the first two POSITIONALS already WERE the source and destination. Reasoning kept as the historical record of why `ENDPOINT-DOCKING-KEYS` renamed it; the construct it argued about no longer exists.
points	option	SVG	points	point-list	no acceptor; named diagnostic. Spelled `via=` until this release (`WAYPOINT-KEY-SPELLING`); WITHDRAWN with its only host directive `path` (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	mxGraph corroborated with the SAME spelling for the SAME edge concept: `mxGeometry.points` = "Array of mxPoints which specifies the control points along the edge". The ATTESTATION was never the problem — the SEMANTICS were: only 2 of 4 surveyed systems model author waypoints at all, and those 2 disagree on what happens when an endpoint moves (mxGraph leaves them behind, ELK carries them, Visio has no waypoint concept).	TWO primary sources at once (SVG `<polyline points>`; mxGraph `points`), which is why this was never a coinage — and why the withdrawal is a ruling about the CONCEPT, not about the word. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
routing	option	FigDown	-	enum	no acceptor; named diagnostic. Was `orthogonal|straight` on `path`; WITHDRAWN with that directive (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	same spelling as the `routing` KEYWORD; both registrations went at once. The CONCEPT's ancestors spell it otherwise: Graphviz `splines=ortho|line|…` (graph-scoped, DOT's own acknowledged misnomer), mxGraph `edgeStyle=orthogonalEdgeStyle|…` (camelCase, and it collides with `style=`). No standard spells the key `routing`.	KEPT with the reasoning on the record (`EDGE-LINE-SHAPE-KEYWORD`), then WITHDRAWN. The per-edge SCOPE this key carried is INSIDE the stable prior-art intersection (3 of 4 systems have a figure default plus a per-edge override) and is given up deliberately, not because its shape was doubtful: an override needs an EDGE to address, and FigDown has no edge-identity construct. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
tailport	option	DOT	tailport	enum-or-point	no acceptor; named diagnostic. Spelled `src=` until this release (`ENDPOINT-DOCKING-KEYS`); WITHDRAWN with its only host directive `path` (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	Graphviz: "tailport — Indicates where on the tail node to attach the tail of the edge; type: portPos", and portPos = `n ne e se s sw w nw c _`, of which FigDown took eight. mxGraph has the FRACTIONAL form as `exitX`/`exitY` — camelCase, so unusable here.	The CONCEPT is unanimous across all four surveyed systems and is INSIDE the stable intersection: attachment to a NAMED SITE DECLARED ON THE NODE, addressed by SEMANTIC ROLE, denoting a LOCATION. FigDown's REALISATION was outside it — a fraction on the EDGE is mxGraph-only, draw.io splits location from ray-through-centre projection as a separately flagged mode (FigDown collapsed the two axes into one key), and attaching by WRITTEN ORDER has zero prior art in any surveyed system. Restoring it needs the edge-identity construct first. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
headport	option	DOT	headport	enum-or-point	no acceptor; named diagnostic. Spelled `dst=` until this release (`ENDPOINT-DOCKING-KEYS`); WITHDRAWN with its only host directive `path` (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	Graphviz: "headport — Indicates where on the head node to attach the head of the edge". Same portPos grammar as `tailport`.	See `tailport`: same concept, same intersection finding, same realisation defect, same withdrawal. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
dst	option	FigDown	-	enum-or-point	no acceptor; named diagnostic. Renamed `headport=` (`ENDPOINT-DOCKING-KEYS`); `headport=` was then WITHDRAWN with its only host directive `path` (`EDGE-GEOMETRY-CONSTRUCTS`), so the diagnostic names NO replacement spelling — there is none. DELETE the line.	retired	see `src` — the negative attestation is the same and it still holds	-
level	option	FigDown	-	scalar-number	no acceptor anywhere; named diagnostic. DELETED (`CHART-LEVEL-KEY`) — not renamed: zero uses corpus-wide, zero 3-D bar charts, zero requests, it was the only construct whose caption the ENGINE wrote rather than the author, and its `parseFloat` grammar uniquely accepted `1e3`.	retired	Zero keyword hits in DOT, the SVG/CSS indexes, Mermaid or D2 — it was coined.	the value-grammar exception it carried (§7 numeric-value-grammar gap) is CLOSED by the deletion
type.chart	option	ECharts	type	enum	bar3d (the only legal value), BARE — a quoted value is a line error (RULE 2.4, `RULE-POSITION-ENUMERATION`) (figdown.html:1157). Spelled `kind=bars3d` until this release (`CHART-BLOCK-NAMING`).	experimental	Vega-Lite ("type — Required. The mark type") and Chart.js (`{ type: 'line', … }` — "Chart type determines the main type of the chart") spell it identically; only pandas/seaborn use `kind`. The VALUE `bar3d` is matplotlib's exact spelling (`Axes3D.bar3d`); ECharts writes it `bar3D` (camelCase, barred here).	an enum with one member is not yet an enum. `ECharts` extends the source enum (see the header note).
color	option	CSS	color	colour	RETIRED language-wide 0.1 (`COLOUR-KEY-STATUS`), with NO replacement. It set the FILL before this release and the LABEL, and no engine can tell the two source files apart — so while it was live a pre-0.1 document drew a legal, WRONG figure in silence. The retirement is what makes the two eras diagnosable; the message names both and refuses to choose. SVG has only two paint channels (`fill`, `stroke`) and BOTH apply to text content elements, so `fill`/`stroke`/`color` was never one standard's set: it is SVG's two plus CSS-on-HTML's one.	retired	-	-
w	option	FigDown	-	scalar-px	no acceptor; named diagnostic language-wide (figdown.html:343)	retired	SVG/CSS/DOT/mxGraph/D2 all spell it `width` (`SIZE-AND-DIRECTION-KEY-NAMING`)	-
h	option	FigDown	-	scalar-px	no acceptor; named diagnostic language-wide (figdown.html:344)	retired	SVG/CSS/DOT/mxGraph/D2 all spell it `height` (`SIZE-AND-DIRECTION-KEY-NAMING`)	-
dir	option	HTML	dir	enum	no acceptor; named diagnostic language-wide (figdown.html:345)	retired	HTML `dir` is text writing direction (`SIZE-AND-DIRECTION-KEY-NAMING`)	-
kind	option	FigDown	-	enum	no acceptor anywhere; named diagnostic naming BOTH targets — `shape=` on a node and `type=` on a chart (`CHART-BLOCK-NAMING`)	retired	pandas/seaborn spell the chart-type key `kind`; Vega-Lite, Chart.js and ECharts all spell it `type`, which is what FigDown took.	Until this release this ONE spelling was RETIRED on `node` and LIVE on `plot` inside ONE namespace, and both rows recorded `conflicts = -`, which hid it. `CHART-BLOCK-NAMING` closed it.
label	option	DOT	label	string	no acceptor; named diagnostic -> inline [..] labels (figdown.html:550-551)	retired	DOT/Graphviz `label=` is the mainstream spelling FigDown rejected (`EDGE-LABEL-PLACEMENT`)	-
taillabel	option	DOT	taillabel	string	no acceptor; named diagnostic -> inline [..] labels	retired	DOT `taillabel=`	-
headlabel	option	DOT	headlabel	string	no acceptor; named diagnostic -> inline [..] labels	retired	DOT `headlabel=`	-
from	option	FigDown	-	scalar-percent	no acceptor on `band`; named diagnostic -> positional range (figdown.html:1169)	retired	-	-
to	option	FigDown	-	scalar-percent	no acceptor on `band`; named diagnostic -> positional range	retired	-	-
# ---------------------------------------------------------------- positional value shapes
figdown.version	positional	FigDown	-	enum	the literal `0.1`, BARE — `figdown "0.1" block` is a line error (RULE 2.4, `RULE-POSITION-ENUMERATION`). The quoting check runs BEFORE the version check and suppresses it for that token: one token, one error, the convention every id position has followed (figdown.html:699)	normative	-	-
figdown.genre	positional	FigDown	-	enum	block|topology|flowchart|bitfield|table|timing, BARE — a quoted genre is a line error (RULE 2.4, `RULE-POSITION-ENUMERATION`). REQUIRED (figdown.html:700-710); `wave` retired 0.1 (`TIMING-GENRE-NAMING`)	normative	-	-
title.text	positional	FigDown	-	string	exactly one QUOTED token; unquoted is a line error naming 0.1 (figdown.html:971)	normative	-	-
node.id	positional	FigDown	-	id-ref	[A-Za-z_][A-Za-z0-9_-]* ; a QUOTED token is a LINE ERROR carrying the id rule (`QUOTED-IDS`). This cell read "wrongly accepted" until this release, describing behaviour fixed twenty-three releases earlier	normative	-	§2.4: an id must be bare — quoted-where-id-expected rejected 0.1
node.label	positional	FigDown	-	string	quoted; absent, `""` and `"x"` are three distinct states (figdown.html:1021)	normative	-	-
group.id	positional	FigDown	-	id-ref	same as node.id; the quoted-id defect it used to record was fixed (`QUOTED-IDS`)	normative	-	§2.4, 0.1
group.label	positional	FigDown	-	string	same tri-state rule	normative	-	-
external.id	positional	FigDown	-	id-ref	same as node.id; the quoted-id defect it used to record was fixed (`QUOTED-IDS`). Spelled `boundary` until this release (`EXTERNAL-ENDPOINT-NAMING`).	normative	-	§2.4, 0.1
external.label	positional	FigDown	-	string	same tri-state rule	normative	-	-
edge.a	positional	FigDown	-	id-ref	read by a dedicated greedy scanner (figdown.html:478-479); MUST be followed by whitespace before the operator — `edge a--b` is a line error	normative	-	§1 rule 1 / §6.3: `--` inside an id; whitespace requirement is opposite to `bundle`. 0.1
edge.op	positional	D2	-	enum	-> | <- | -- | <-> ; a [mid] label splits it (figdown.html:517-532)	normative	DOT spells the directed operator `->` and the undirected `--` — same set	-
edge.b	positional	FigDown	-	id-ref	same as edge.a	normative	-	-
edge.tail	positional	FigDown	-	string	[text] balanced-bracket verbatim, or ["text"] quoted; empty [] is a line error (figdown.html:480-510)	normative	Mermaid's `[text]` is its NODE syntax (`id1[This is the text in the box]`); Mermaid EDGE labels are `A-- text -->B` or `A-->|text|B`, and its grammar's bracket tokens appear only in `vertex` and subgraph-title productions, never in a link production.	ATTRIBUTION CORRECTED 0.1: was `Mermaid`, which is REFUTED at grammar level. The three-position bracket form is coined here.
edge.mid	positional	FigDown	-	string	same bracket grammar, written inside the operator	normative	-	ATTRIBUTION CORRECTED 0.1 (see edge.tail)
edge.head	positional	FigDown	-	string	same bracket grammar	normative	-	ATTRIBUTION CORRECTED 0.1 (see edge.tail)
class.id	positional	FigDown	-	id-ref	ID_RE, REQUIRED (figdown.html:979)	normative	-	§2.4, 0.1
class.meaning	positional	FigDown	-	string	quoted, REQUIRED — a class with no meaning is a line error (figdown.html:981)	normative	-	-
